pmid,titre,abstract,annee,journal,requete,abstract_length,abstract_words
28374343,Factors relevant to medication non-adherence in kidney transplant: a systematic review.,"Background Medication non-adherence is a major issue after transplant that can lead to misdiagnosis, rejection, poor health affecting quality of life, graft loss or death. Several estimations of adherence and related factors have previously been described but conclusions leave doubt as to the most accurate assessment method. Aim of the review To identify the factors most relevant to medication non-adherence in kidney transplant in current clinical practice. Method This systematic review is registered in the PROSPERO data base and follows the Prisma checklist. Articles in English in three databases from January 2009 to December 2014 were analysed. A synthesis was made to target adherence assessment methods, their prevalence and significance. Results Thirty-seven studies were analysed rates of non-adherence fluctuating from 1.6 to 96 . Assessment methods varied from one study to another, although self-reports were mainly used. It appears that youth ( 50 years old), male, low social support, unemployment, low education, 3 months post graft, living donor, 6 comorbidities, 5 drugs d, 2 intakes d, negative beliefs, negative behavior, depression and anxiety were the factors significantly related to non-adherence. Conclusion As there are no established guidelines, consideration should be given to more than one approach to identify medication non-adherence although self-reports should remain the cornerstone of adherence assessment.",2017,International journal of clinical pharmacy,systematic_review_unemployment_mental_health,1446,209
28122584,"Are we failing young people not in employment, education or training (NEETs)? A systematic review and meta-analysis of re-engagement interventions.","Youth comprise 40 of the world s unemployed, a status associated with adverse wellbeing and social, health, and economic costs. This systematic review and meta-analysis review synthesises the literature on the effectiveness of interventions targeting young people not in employment, education, or training (NEET). Randomised and quasi-randomised trials with a concurrent or counterfactual control group and baseline equivalence are included. Cochrane collaboration tools are used to assess quality, and a narrative synthesis was undertaken. The primary outcome is employment; secondary outcomes were health, earnings, welfare receipt, and education. Eighteen trials are included (9 experimental and 9 quasi-experimental), sample sizes range from 32 to 54,923. Interventions include social skills, vocational, or educational classroom-based training, counselling or one-to-one support, internships, placements, on-the-job or occupational training, financial incentives, case management, and individual support. Meta-analysis of three high-quality trials demonstrates a 4 (CI 0.0-0.7) difference between intervention and control groups on employment. Evidence for other outcomes lacks consistency; however, more intensive programmes increase employment and wages over the longer term. There is some evidence that intensive multi-component interventions effectively decrease unemployment amongst NEETs. The quality of current evidence is limited, leaving policy makers under-served when designing and implementing new programmes, and a vulnerable population neglected. PROSPERO CRD42014007535.",2017,Systematic reviews,systematic_review_unemployment_mental_health,1590,203
26996365,Youth in crisis in the Middle East and North Africa: a systematic literature review and focused landscape analysis.,"Recent political and demographic factors have exposed the vulnerability of the youth in the Middle East and North Africa (MENA) region. This study aimed to elucidate the current needs, activities, stakeholders and solutions related to at-risk youth and young adults in the MENA region. A systematic literature review was conducted of the peer-reviewed and grey literature. This was complemented by an in-region landscape analysis involving key-informant interviews and focus group discussions. After extensive screening of 1160 unique articles, 275 articles were considered relevant to this study. Of these 275, 145 (52.7 ) were related to health (64.8 of these related to mental health), 101 (36.7 ) to livelihood, 87 (31.6 ) to violence prevention and 68 (24.7 ) to education. Important themes and challenges identified in the literature and discussions included the MENA region s growing youth bulge; youth unemployment; critical gender gaps; and the impact of conflict on livelihoods, education and health, especially mental health.",2016,Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit,systematic_review_unemployment_mental_health,1036,156
24365964,The role of the family in childhood and adolescent binge eating - a systematic review .,"While family factors in childhood and adolescent anorexia nervosa and bulimia nervosa are well documented and have often been reviewed in the past, less is known about these influences on binge eating without compensatory behavior. This systematic review describes family factors in the development and maintenance of binge eating. A systematic literature search was conducted for studies on associations between binge eating, loss of control eating, and family outcomes. Consistent evidence was found for cross-sectional associations between binge eating and insecure attachment of the child, lower family functioning, and lower parental involvement; for parental unemployment and parental depression as retrospective correlates; and for fewer family meals and more critical comments about weight or shape by parents as variable risk factors. In contrast, rather inconsistent findings referred to the influence of family structures, parental eating disorders, dieting, and their knowledge about child s eating behavior. Gender differences were identified in association with family relationships and weight stigmatization. As with other eating disorders in youth, the results suggest the importance of familial factors in binge eating. Consequently, family assessment and family-based interventions might be helpful in the treatment of childhood and adolescent binge eating. More research should clarify inconsistent findings using prospective designs.",2014,Zeitschrift fur Kinder- und Jugendpsychiatrie und Psychotherapie,systematic_review_unemployment_mental_health,1453,201
41684364,Education as a predictor of mental illness familiarity and attitudes in a Muslim community.,"Mental illness is a leading cause of disability in South Africa, where stigma, educational disparities, and cultural beliefs are critical barriers to care. Research has largely overlooked the South African Muslim community, particularly regarding how education influences mental illness familiarity and attitudes within a context where spiritual interpretations may uniquely shape stigma. This study investigated the association between level of education and mental illness familiarity and attitudes toward people with mental illness among South African Muslims. Using a cross-sectional study design, we recruited 119 South African Muslim adults (81.5 female; mean age 30.92, SD 13.01) using purposive snowball sampling, identifying initial participants through Muslim community groups and social media platforms. Eligibility was open to adults (18 ) who identified as Muslim, were South African residents, proficient in English, and reported no history of a psychiatric diagnosis. Participants completed an online survey assessing familiarity with mental illness (FMI scale) and attitudes (Beliefs toward Mental Illness scale). We conducted two separate multiple regression analyses to test whether higher education level was associated with greater familiarity and more positive attitudes, controlling for age, gender, employment status, and income. Participants reported familiarity primarily through indirect exposure (e.g., 85.7 had observed someone in public). Overall attitudes were neutral-to-positive (M 52.40, SD 10.06), yet negative stereotypes about incurability and poor social skills persisted. After adjusting for covariates, higher education level remained significantly associated with familiarity (B 0.83, 95 CI 0.44, 1.22 , p 0.001) but not with attitudes. We found that higher education is associated with greater mental illness familiarity but not with reduced stigmatizing attitudes in this community. The findings suggest that educational attainment alone is insufficient to counteract stigma potentially rooted in cultural and spiritual belief systems. Public health efforts should complement educational outreach with culturally sensitive interventions, developed in partnership with religious communities, to effectively address deeply held stigmatizing beliefs.",2025,Frontiers in public health,employment_status_mental_health_graduates,2289,307
41608301,Determinant of women s autonomy in sexual and reproductive health decision-making in Tanzania: a multilevel analysis of 2022 demographic and health survey.,"The critical importance of women s autonomy in sexual and reproductive health (SRH) decision-making overall well-being is widely recognized. Existing research often provides only a generic understanding without specifically identifying the nuanced socio-economic, cultural, and demographic factors that truly enable or hinder women s autonomous SRH in Tanzania. High adolescent fertility and ongoing disparities in healthcare decision-making autonomy highlight a significant gap between policy intentions and lived realities. Therefore, this study aimed to close this gap by assessing the determinants of women s autonomy in sexual and reproductive health decision-making. This study employed an analytical cross-sectional design, utilizing secondary data from the 2022 Tanzania Demographics and Health Survey. Women s autonomy in SRH decision-making was an outcome variable derived from three questions assessing autonomy over: (1) sexual relations, (2) contraceptive use, and (3) reproductive health care. This study s analysis included 9,252 women in sexual unions. The data were analyzed using multilevel mixed-effects logistic regression, employing four models to identify determinants of women s autonomy in SRH. The prevalence of women s autonomy in SRH was 49.6 (95 CI: 47.5-51.8). The individual factors influencing SRH decision making autonomy were, women aged 35-49 years (AOR 1.33, 95 CI: 1.09-1.61), women with primary education (AOR 1.49, 95 CI: 1.31-1.70) and secondary or higher education (AOR 2.16, 95 CI: 1.83-2.55) were more likely to have autonomy in SRH decision making. Women in rich households (AOR 1.19, 95 CI: 1.02-1.40) and those with media exposure (AOR 1.49, 95 CI: 1.33-1.67) had higher odds of autonomy in SRH than their counterparts. At the community level, women in rural settings (AOR 0.73, 95 CI: 0.61-0.87) were less likely to have autonomy in SRH compared to women in urban settings. This study found that nearly half of Tanzanian women lacked autonomy in SRH decision-making, significantly influenced by factors such as age, education, media exposure, current employment status, parity, wealth index, and geographic region. To address these disparities, comprehensive and context-specific interventions are necessary to overcome the cultural and socio-economic challenges faced by underserved populations.",2025,Frontiers in reproductive health,employment_status_mental_health_graduates,2342,337
41517018,Physical Activity Patterns and Behavioral Resilience Among Foggia University Students During the COVID-19 Pandemic: A Public Health Perspective.,"Background : The (COVID-19) pandemic profoundly disrupted daily routines and physical activity (PA), especially among university students, due to restrictions and limited access to sports facilities. As this group is particularly vulnerable to sedentary lifestyles and mental health issues, understanding their PA patterns is crucial. This study explores overall and domain-specific PA levels and the influence of sociodemographic factors, offering insights for promoting sustainable PA strategies in higher education during and beyond health crises. Methods : A cross-sectional online survey was conducted among University of Foggia students during the pandemic. The participants completed the validated Italian IPAQ-Long to assess PA across various domains. Associations with demographics and perceived barriers were analyzed via t tests, ANOVA, and nonparametric tests. Results : A total of 301 students completed the survey. Despite barriers such as limited living space, low income, and sports facility closures, 66 of the participants reported high PA levels, mainly through work-related and leisure activities. This remains insufficient. PA varied significantly by gender, income, residence, and employment status: males reported higher leisure PA, whereas females engaged more in active transport and domestic activities. Rural residents and those with moderate incomes demonstrated higher overall PA, whereas employed students presented lower activity levels. These findings underscore the complex socioeconomic and environmental factors shaping PA behavior during an unprecedented global health crisis. Conclusions : The findings reveal that students resilience in maintaining PA is a coping mechanism despite socioeconomic and environmental barriers. Tailored, accessible PA initiatives integrated into university curricula can enhance student well-being, academic performance, and long-term health during and after public health emergencies. Universities should adopt accessible, equity-oriented PA initiatives to promote physical and mental health and enhance public-health preparedness during future emergencies.",2025,"Healthcare (Basel, Switzerland)",employment_status_mental_health_graduates,2126,282
41407122,Electroconvulsive therapy and occupational functioning in individuals with major depression.,"Electroconvulsive therapy (ECT) is a well-established treatment for severe depressive episodes, but its effect on subsequent occupational functioning remains unclear. This study examined labour market trajectories among individuals with major depression treated with ECT, compared to similar individuals with depression who did not receive ECT. This population-based cohort study included all patients aged 15-55 with a first-time hospital contact for major depression (ICD-10 codes F32 and F33) in Denmark between 2000 and 2022. Patients treated with ECT were identified using the Danish National Patient Registry and matched 1:5 by age and sex to patients not treated with ECT. Labour market outcomes were assessed using data from the Danish Register for Evaluation of Marginalisation, tracking changes in employment and social transfer payments from one year before to three years after ECT matching. Sequence analysis and Cox proportional hazards regression were used to evaluate time to regained employment, categorized as 6 months, 7-12 months, and 1-3 years. We included 6672 ECT-treated patients and 27,940 matched non-ECT individuals. At baseline, ECT patients had lower employment rates (6.9 vs. 39.5 ) but higher education and marriage rates. ECT was associated with slower return to work within 6 months (adjusted HR: 0.59, 95 CI: 0.54-0.64), but similar or faster return at 7-12 months (HR: 1.12, 95 CI: 1.01-1.24) and 1-3 years (HR: 1.05, 95 CI: 0.96-1.14). ECT was linked to delayed short-term occupational recovery, but comparable or improved long-term return to work, supporting its continued use in treating major depression.",2026,Journal of affective disorders,employment_status_mental_health_graduates,1643,245
41343356,Cumulative experiences of discrimination among people experiencing homelessness in Madrid (Spain): Intersectionality and mental health correlates.,"The study aims to characterize individuals experiencing homelessness in Madrid (Spain) who report the highest levels of discrimination across various settings, with a focus on intersectional vulnerabilities and the relationship between these experiences and their mental health status. Structured interviews were conducted with 355 people experiencing homelessness, including questions about their experiences of discrimination across institutional and everyday settings throughout their lifetime. At least one in every two participants reported thefts and property damage, unfair treatment by law enforcement, and unprovoked threats and assaults. Nearly one-third of the individuals interviewed also reported unfairly the loss of a close relationship and unfair treatment in the labor market, the housing market, and public transportation and commercial establishments. The quartile that reported suffering the highest levels of discrimination consistently across contexts was younger on average and characterized by a greater presence of women and Spanish-born individuals. Their history of homelessness was more complex, with a higher proportion of youth-onset homelessness and unsheltered homelessness, and greater involvement in prostitution and survival sex. Moreover, individuals who reported more experiences of discrimination showed a higher prevalence of disabilities and mental health diagnoses, as well as substance abuse, anxiety and depressive symptoms, and symptomatology consistent with the diagnosis of complex posttraumatic stress disorder. The cumulative impact of experiences of discrimination and intersectional vulnerabilities highlights the need for targeted interventions and tailored attention in different services and institutions, recognizing all the potential psychosocial determinants of mental health. (PsycInfo Database Record (c) 2026 APA, all rights reserved).",2025,The American journal of orthopsychiatry,employment_status_mental_health_graduates,1894,248
41310936,Association Between Social Media Use and Self-Reported Anxiety and or Depression: Results from 113 Countries.,"Self-realized anxiety and depression are closely related, often co-occurring mental health conditions, which can present as a mood disorder reflected by sadness, hopelessness, nervousness, and worry. Different factors contribute to anxiety and depression. The aim of this associative study was to examine the factors related to self-reported anxiety and or depression relative to their self-reported use of social media for informing future causal studies. Individual-level data from the Wellcome Global Monitor 2020 Mental Health cross-sectional survey were examined for potential factors associated with the outcome of interest, specifically, self-reported anxiousness or depression that prevented respondents from regularly doing daily activities for 2 weeks or longer. Independent variables were demographic variables: age, gender, economic level, educational attainment, employment status, belief factors, and usage frequency of social media. Multivariable logistic regression was used for assessing relationships between the frequency of social media use and anxiety depression by obtaining adjusted odds ratios, which adjusted for confounding by age, gender, economic level, etc. The prevalence of self-reported anxiousness and or depression was 20.5 among the 119,088 respondents across 113 countries. The prevalence was highest among those in the lowest quintiles of income (22.4 -25.4 ), not trusting science (23.6 ), in the youngest (15-29) age group (22.7 ), lowest education level (22.6 ), and females (22.1 ). Social media users in the past 30 days also had higher self-reported anxiety depression than non-users (21.2 vs. 17.6 ). Furthermore, upon adjusting for potentially confounding variables, social media users had a 24 increased odds of reporting anxiety depression (aOR 1.24; 95 CI: 1.18, 1.29 ) relative to non-users. There is an increasing prevalence of anxiety and depression worldwide, and while certain populations are at increased risk, such as low-income, women, and young adults, the study results demonstrate social media use is associated with an increased prevalence of anxiety and or depression, even upon adjusting for known risk factors.",2025,The International journal of social psychiatry,employment_status_mental_health_graduates,2173,312
41310763,Reasons for cycling and well-being levels of cycling individuals.,"The aim of this study was to examine the reasons for cycling and well-being levels of individuals who ride bicycles. This study was conducted using a screening model with 230 participants, with approval from the Dicle University Social and Human Sciences Ethics Committee. Data were collected using the Well-Being Scale and Koçak s Reasons for Cycling Questionnaire, and analyzed using SPSS. Descriptive statistics and parametric tests were applied for normally distributed data; groups were compared using the Independent Samples T-Test and ANOVA, with Tukey post-hoc tests for significant differences. Additionally, Pearson correlation analysis was conducted to examine the relationship between reasons for cycling and psychological well-being, and simple linear regression analysis was conducted to assess the predictive effect of reasons for cycling on psychological well-being. According to the research findings, no significant difference was found based on gender, income level, or duration of bicycle use. However, in terms of marital status, married individuals were found to have higher psychological well-being levels than single individuals. A statistically significant difference was found in terms of age, with participants aged 39 and above having higher well-being levels than those aged 18-28 and 29-38 age range. Analysis based on the education level variable revealed a statistically significant difference between the groups. According to the Tukey test results, university graduates were found to have higher levels of well-being than middle school graduates. In terms of employment status, public employees were found to have higher well-being levels than unemployed individuals. Furthermore, a positive and statistically significant correlation was found between the total score for reasons for cycling and psychological well-being (r .244, p .000). Simple linear regression analysis revealed that the total score for reasons for cycling is a significant predictor of psychological well-being (R² 0.059, F(14, 380) 15.485, p .000). Accordingly, each unit increase in the total score for reasons for cycling corresponded to a 0.178 unit increase in psychological well-being (B 0.178, β 0.244, t 3.792, p .000). As a result of this study, it was concluded that the participants used bicycles mostly for travelling and relaxation. It was observed that individuals who used bicycles for these purposes also had high levels of well-being.",2025,BMC psychology,employment_status_mental_health_graduates,2456,360
41292543,Assessment of Quality of Life of Parents and Siblings of Intellectually Disabled Children residing at one of Metropolitan cities at Western India.,"Intellectual disability is a permanent disability and raising such a child may lead to varied physical, social, emotional response from caregivers. Data of Quality of life of family members of such children is underexplored. To measure quality of life of family members of intellectually disabled children. A cross-sectional study was conducted involving seven functional special schools in Ahmedabad. Out of 382 eligible children, 253 parents (Category A) and 195 siblings (Category B) were included. Data were collected using a pre-tested, semi-structured questionnaire. Quality of life for parents was assessed using the National Institute of Mental Health Disability Impact Scale, while siblings were evaluated using the Columbia Impairment Scale (Youth Version). Among Category A participants, the most negatively affected domains were social life (77.1 ), physical care (65.2 ) and embarrassment (60.5 ). Positive effects included better family relationships and increased empathy. Among siblings, 80.5 exhibited functional impairment (score 16), with common problems related to emotional well-being, behaviour and peer interactions. Age, education, and employment status significantly influenced impairment scores. Parents and siblings of children with ID experience considerable negative impacts on their quality of life. These findings highlight the need for targeted psychosocial and support interventions to address the challenges faced by these families.",2025,Journal of preventive medicine and hygiene,employment_status_mental_health_graduates,1466,204
41291713,Experience of intimate-partner controlling behaviours among women in Ghana: a novel three step latent class analysis approach with survey-weighted fractional-logit regression.,"Intimate partner controlling behavior manifesting as jealousy, accusations of infidelity, social restrictions, and monitoring, undermines women s autonomy, well-being, and poses a critical public health issue, yet its heterogeneity remains underexplored in Ghana. To identify distinct classes of controlling behaviors among Ghanaian women and to examine how key sociodemographic factors predict membership in each class. We analyzed data from 5,137 ever-married women in the 2022 Ghana Demographic and Health Survey s domestic-violence module. Five binary indicators of partner control (jealousy, accusations of unfaithfulness, social isolation, family contact restrictions, and whereabouts monitoring) were subjected to latent class analysis (LCA) using unweighted generalized structural equation modeling. Model fit was compared across 2-4 class solutions using the Bayesian Information Criterion (BIC), with a four-class model selected. We then computed each woman s posterior class-membership probabilities and regressed these fractional outcomes on age, education, residence, region, religion, ethnicity, wealth, media exposure, partner education, partner alcohol use, and employment status via survey-weighted fractional-logit generalized linear model. Four distinct classes emerged: (1) Minimal Monitoring (59.2 ) (2), Multi-Domain Surveillance (11.2 ) (3), Jealousy and Location Monitoring (22.2 ), and (4) Pervasive High-Severity Control (7.4 ). Younger age (20-34 years) and partner alcohol use were strongly associated with higher probabilities of membership in Classes 2-4, while secondary or higher education conferred protection, especially against Class 4 (adjusted odds ratio 0.42; 95 CI 0.21-0.83). Regional disparities were also evident, with women in the northern and Savannah regions facing two- to six-fold greater odds of severe control. Partner controlling behaviors in Ghana are heterogeneous and disproportionately affect young, less-educated women and those with alcohol-consuming partners. Interventions should include early recognition of controlling acts, empowerment through education, and community dialogue to challenge patriarchal norms. Addressing these patterns may prevent escalation to physical and sexual IPV and reduce the substantial public health burden of coercive control.",2025,BMC women's health,employment_status_mental_health_graduates,2315,305
41269657,Association of Stress from Racism and High Depressive Symptomatology among a Community Sample of Young African American Women.,"Racism is a public health crisis in the United States disproportionately affecting African American women. The stress stemming from racism contributes to significant physical and mental health disparities, including a heightened risk of depressive symptoms. Despite African American women experiencing the highest levels of race-related stress and its associated adverse health outcomes, research exploring this association remains limited. This cross-sectional study aimed to examine the impact of stress from racism on depressive symptoms among young African American women. The analysis was derived from a community-recruited sample of 560 African American women 18-24 years in Atlanta, Georgia. Participants were assessed for stress from racism, depressive symptoms, alcohol use, and emotional, physical, vaginal, and anal abuse. Logistic regression models were used to evaluate the association between racism-related stress and depressive symptoms, which were measured using the 8-item Center for Epidemiologic Studies Depression Scale (CES-D 8). Approximately 34 of women reported high depressive symptoms. Higher levels of stress due to racism were associated with a 127 increase in the odds of experiencing depressive symptoms (p 0.007). No significant associations were observed between depression and physical, vaginal, or anal abuse or with STIs, age, education, or employment status when accounting for stress due to racism. This study describes the impact of racism-related stress on depressive symptoms among young African American women. The findings highlight the importance of integrating assessments for racism-related stress into routine healthcare to enhance early detection and management of depressive symptoms, which may contribute to reducing health disparities. Future research should further explore racism as a critical determinant of depressive symptoms, examining whether different forms of racism-structural, interpersonal, healthcare-related, and community-based-have varying impacts on the prevalence, chronicity, and severity of depression.",2025,Journal of racial and ethnic health disparities,employment_status_mental_health_graduates,2073,280
41250067,Homelessness prediction models in high-income countries: a scoping review.,"This scoping review aims to provide an overview of prediction models for future homelessness in high-income countries. Several risk prediction models for homelessness have been developed and are being used in practice. However, no comprehensive review has captured the full scope of these models in regard to their target populations, data and variables used, type of model, and model validation. We searched MEDLINE, Web of Science, the Cochrane Library, and Bielefeld BASE without language or time restraints. Following the JBI guidelines, screening was performed by two independent reviewers; the data were extracted by one, of which 20 was checked by a second one. Studies that reported on the development or validation of prediction models for becoming homeless in high-income countries, and whose study population included individuals residing in these countries who were not homeless at the time of recruitment, were included. Our search resulted in 9,371 deduplicated records across databases. 15 studies met the inclusion criteria, of which 14 were model development studies and one was a validation study. 13 studies (87 ) were conducted in the US, six of them in New York City (NYC). One study was conducted in Canada and one in Australia. Regarding the target population, three studies developed models for veterans and six studies targeted welfare applicants or recipients. One study focused on both youth emerging from public assistance and unemployed workers. Three studies developed models for the general population, while two were conducted in emergency departments. Of the 15 studies, 14 used traditional regression, seven employed other machine learning algorithms and six used both methods. The most common predictor types were: demographics, age, previous experiences of homelessness, human capital such as employment status or total debt and clinical variables such as physical or mental health status. Three studies combined geographical-level and individual-level data. In total, 25 models were identified, two of which were externally validated. We found a broad spectrum of heterogeneity of models and population studies, an increase in model development over time, and limited use of calibration metrics. Prediction models for future homelessness have the potential to improve risk targeting and the effectiveness of preventive programs. As only two models were externally validated, we recommend that future research focuses on model evaluation. The online version contains supplementary material available at 10.1186 s12889-025-24855-x.",2025,BMC public health,employment_status_mental_health_graduates,2566,380
41220386,Life Course Trajectories for Young Pasifika in Aotearoa: Protocol for the 25-Year Follow-Up of the Pacific Islands Families Study Cohort.,"From birth, many young Pacific people in Aotearoa New Zealand experience a disproportionately high burden of psychological distress, metabolic disease, and socioeconomic disparities within education and employment which contribute to significant health inequalities. Further research is needed to understand the drivers influencing these outcomes. This paper provides a comprehensive overview of the quantitative component of the Pacific Island Families Study: Ala mo Tupulaga Pasifika Aotearoa (PIF:ATP; Life Course Trajectories for Young Pasifika in Aotearoa), the latest follow-up of the longitudinal PIF birth cohort study, which uses a mixed-methods approach. The PIF Study is a multidisciplinary longitudinal study that tracks the health and development of 1398 Pacific children born in 2000 at Middlemore Hospital, South Auckland, Aotearoa, New Zealand. Data collection has occurred at 10 time points from infancy through young adulthood, with this PIF:ATP assessment phase occurring at ages 25-26 years, which aims to reach at least 750 cohort members. The assessments will take place at participants homes or at Auckland University of Technology for those residing in Auckland. Data collection will be conducted across multiple sites, including Auckland, Wellington, Hamilton, and Whangārei in Aotearoa New Zealand, as well as Brisbane, Sydney, and Melbourne in Australia. Physical measurements such as weight, height, waist and hip circumferences, grip strength, body fat mass and muscle mass, blood pressure and pulse, glucose and lipid screening, and skin carotenoid concentration will be undertaken. In addition, self-reported data will be collected on psychological well-being (eg, depression, anxiety, and family functioning), nutritional and metabolic well-being (eg, food intake and physical activity), and economic well-being (eg, educational attainment, employment status, and job occupation and industry). Data collection is scheduled to commence in June 2025 and conclude by December 2026. The first set of results and analysis is expected to be published from December 2027 onward. Reporting of all results will comply with the Strengthening the Reporting of Observational studies in Epidemiology (STROBE) guidelines. This paper presents the protocol for the 25-year follow-up of the first Pacific longitudinal cohort study, which will comprehensively examine psychological, nutritional, metabolic, and economic well-being of Pacific young adults. With 25 years of longitudinal data and extensive expertise in life course research, this protocol outlines the design, methodology, and scope of the quantitative component of the PIF:ATP research program. This phase is uniquely positioned to address key issues identified by Pacific communities and generate evidence to inform meaningful interventions and guide policy development while providing robust, contemporary, high-quality empirical evidence.",2025,JMIR research protocols,employment_status_mental_health_graduates,2921,407
41208136,Academic burnout and coping strategies in healthcare students: a scoping review.,"Burnout is a growing concern among healthcare professionals and students, as it increases the risks of dropping out of higher education, clinical errors and could also lead to maladaptive behaviours such as alcohol abuse. This scoping review aimed to identify all the available literature on effective interventions to address burnout in healthcare students. This scoping review was conducted according to the six-stage protocol by Arksey and O Malley. Electronic database searches on several platforms, including PubMed Medline, EMBASE, CINAHL, ERIC, PsycINFO, and Cochrane, for studies published after 2000. Studies were only included if they evaluated the effectiveness of an intervention in addressing burnout among healthcare students using a validated burnout measurement tool, both before and after the intervention. Analysis was carried out using the thematic analysis approach. Searches identified 3517 studies, of which 10 met the inclusion criteria. Three studies were randomised controlled trials, two were comparative cohort studies with an interventional and a control group, and in five studies, one cohort was assessed. Training in mindfulness, emotional intelligence and relaxation techniques significantly reduced burnout. Several interventions, including training in mindfulness and emotional intelligence, can be successfully implemented to reduce burnout in healthcare students. Long-term results are necessary to evaluate the sustainability of benefits associated with these interventions, and moreover, longitudinal studies must demonstrate advantages in dropout rates, employment status, and satisfaction with employment to establish long-term effectiveness in addressing burnout.",2025,Medical education online,employment_status_mental_health_graduates,1704,231
41204364,"Associations between socio-economic factors, mental health knowledge, and psychological distress among Lebanese adults: a cross-sectional study.","Anxiety and depression are significant public health concerns influenced by socio-economic factors. This study investigates the associations between socio-economic variables and levels of anxiety, mental health knowledge, and depression in a sample of 425 Lebanese adults. A cross-sectional study was conducted using validated self-reported questionnaires to assess anxiety, depression, and mental health knowledge. Bivariate analyses were performed to examine correlations between socio-economic and paramedical factors and mental health outcomes. The mean mental health knowledge score was 51.83 11.22. The average depression score was 10.0 7.22), and the average anxiety score was 9.46 6.06). Moderate to severe depression was observed in 41.4 of participants, and moderate to severe anxiety in 36.6 . Adverse employment changes, low income, and low education levels were significantly associated with higher levels of anxiety and depression (p 0.001). Individuals with middle income and higher education had significantly better mental health knowledge. Interestingly, high-income individuals had lower knowledge scores. Socio-economic status plays a crucial role in shaping mental health outcomes, with financial insecurity and unemployment emerging as key risk factors for anxiety and depression. Strengthening mental health education, particularly among socio-economically disadvantaged groups, and promoting workplace mental health awareness programs could help mitigate these effects.",2025,BMC psychology,employment_status_mental_health_graduates,1493,198
41154914,Time and Frequency of Social Media Use and Loneliness Among U.S. Adults.,"The U.S. loneliness epidemic is associated with substantial morbidity and mortality. While higher social media use (SMU) has been associated with higher loneliness among youth, these associations have not been sufficiently examined in adult populations. Additionally, insufficient research has assessed both SMU time and frequency in the same study. Therefore, the primary aim was to evaluate associations between SMU, both by time and frequency, and loneliness in a nationally representative sample of U.S. adults. We recruited 1512 U.S. adults ages 30-70 in 2023. We assessed loneliness using the NIH PROMIS four-item scale and self-reported SMU time and SMU frequency. Survey-weighted logistic regression models determined associations between both SMU measures and loneliness, controlling for gender, age, sexual orientation, educational attainment, employment status, and marital status. Both SMU time and SMU frequency were independently and linearly associated with loneliness ( p 0.001 for both). Although odds of loneliness increased for each increase in frequency, the association between time spent on social media and loneliness demonstrated an inverted U-shape with maximal loneliness in the third quartile of SMU. Results suggest that both time and frequency of SMU may be useful targets for interventions aimed at curbing the negative impact of SMU on loneliness.",2025,International journal of environmental research and public health,employment_status_mental_health_graduates,1378,200
41084584,"Sociodemographic differences in young adult actigraphic sleep among a diverse, national sample: the Future of Families Young Adult Sleep Study.","Sleep health is essential for wellbeing, yet few studies examine sociodemographic differences among young adults using objective sleep measures. We examined sociodemographic differences in actigraphic sleep health among a national, diverse sample of several hundred young adults. Data from the Young Adult Sleep Sub-Study were collected during year 22 (mean age 22.1 0.3 years; range 21.6-24.4) of the Future of Families and Child Wellbeing Study ( n 442), a national, diverse sample of US-based young adults. Participants wore wrist-actigraphs for 2 weeks. Multivariable linear regression models assessed whether sex, race, Hispanic Latino ethnicity, education level, and employment status (simultaneously adjusted) were associated with dimensions of actigraphic sleep health. In adjusted models, women had longer total sleep time (TST), earlier sleep onset, and less weekend night catchup sleep than men. Black young adults had shorter TST, later sleep onset, more variability in nighttime TST, in sleep onset, and in sleep maintenance efficiency, and lower sleep regularity index (SRI) than White young adults. Young adults with a lower education level had greater variability in nighttime TST and in sleep timing and lower SRI than those with a higher education level. Young adults who were unemployed had later sleep timing, lower SRI, and less weekend night catchup sleep than those employed full-time. Male sex, Black race, lower education level, and unemployment are associated with poorer actigraphic sleep health among this sample of young adults. Strategies to improve young adult sleep health should specifically prioritize men, marginalized populations, and those of lower socioeconomic status.",2025,Sleep advances : a journal of the Sleep Research Society,employment_status_mental_health_graduates,1707,250
